City,Title,Description,latitude,longitude
Gangtok,Tsuk La Khang Monastery,"Situated in the complex of the Royal Palace, Tsuk La Khang is the prime place of worship for the local Buddhists residing in the region. This beautiful two-storied structure with mural covered interiors also comprises of a large collection of scriptures, is decorated with altars and images of Lord Buddha, and tantric deities.",27.31281,88.61022
Shillong,Umiam Lake,"Umiam Lake, a mesmerizing man-made reservoir, is located at a distance of 15 kilometres north of Shillong which is the capital of the north-eastern Indian state of Meghalaya. The lake was formed after a dam was constructed to generate hydroelectric power. The scenic Umiam Lake is encircled by lush green East Khasi hills that form one of the best panoramic sights for nature-lovers in the country.",25.660753,91.89776
Shillong,Elephant Falls,"Named after an Elephant like stone at its foot, the Elephant Falls are amongst the most popular falls in the North-East, situated next to Shillong. It is a tourists' paradise with three layers of the falls accessible to the layman from different vantage points. The Britishers named this fall so owing to the presence of an elephant-shaped rock on one side of the fall.",25.537652,91.822313
Shillong,Shillong Peak,"At the height of 6449 ft or 1965 m above sea level, Shillong Peak is the highest point of Shillong. It offers a breathtaking panoramic view of the entire city, the Himalayas, its waterfalls as well as of the Bangladesh plains. A telescope is available for tourists to get a bird's eye view. Trekking up to this semi-circular Shillong Peak is highly recommended for the best views but it is often bounded by heavy fog.",25.547432,91.874993
Shillong,Laitlum Canyons,"Perched on the East Khasi Hills, Laitlum Canyons is a less explored but one of the most picturesque tourist and trekking destinations in Shillong. This exotic viewing site offers the best panoramic views of the whole of Meghalaya embraced by the majestic hills and valleys. Visit Laitlum Canyons either during sunrise or sunset.",25.448951,91.911306
Shillong,Mawlynnong,"Mawlynnong is a small village situated around 90 km from Shillong in the East Khasi Hills, Meghalaya and is also known as God's own Garden. It was declared as the cleanest village in Asia in 2003 by Discovery India which certainly which makes it one of the most popular tourist destinations in the Indian state.",25.2007483,91.8913546
Shillong,Ward's Lake,"Lying in the centre of Shillong city, the Ward's Lake, an artificial lake surrounded by a prolific green garden, is a major tourist attraction around which the entire city has been planned. Also known as Pollock's Lake, the mesmerising lake is a popular picnic spot amongst the locals and travellers who come here to simply walk around the horseshoe-shaped lake or sit and admire the stunning flowerbeds throwing a myriad of colours.",25.5749108,91.8874911
Shillong,Police Bazar,"Police Bazar is the major market of Shillong, and a popular shopping haunt. In addition to an array of restaurants, hotels and big brand stores, the Police Bazaar also has a flea market section selling traditional handicrafts stores, exquisite Meghalaya merchandise, regional apparels, junk jewellery and the like.",25.577662,91.882484
Shillong,Don Bosco Museum,"Hailed as Asia's largest Museum of Indigenous Cultures, the Don Bosco Museum is the house of the beautiful culture and tradition of North East India. It has 16 laid out galleries that showcase artefacts, paintings, figures significant to the Northeastern culture.",25.593165,91.882152
Shillong,Lady Hydari Park,"Located conveniently in the Laban area in Shillong is the popular Lady Hydari Park, named after the first lady of the state and wife of the Governor of Assam, Lady Hydari. The first thing that catches your eye when you set foot in this park is that it is built in the form of a Japanese style garden.",25.5658616,91.882141
Shillong,Nohsngithiang Falls,"The Nohsngithiang Falls, located at a distance of about 4km from Cherrapunjee, is one of the tallest waterfalls in India and a major tourist spot in Cherrapunjee. Since it is situated in the Mawsmai village of the East Khasi Hills District of Meghalaya, it is also known as Mawsmai Falls. The Nohsngithiang Falls falls from a height of about 1033 feet, segmented into seven different sections, giving it the epithet of Seven Sister Waterfalls.",25.2383573,91.7328087
Shillong,Mawsynram,"Mawsynram, situated in the East Khasi Hills district of Meghalaya, holds the distinction of being the wettest place on Earth. With its breathtaking landscapes and record-breaking rainfall, Mawsynram offers a unique destination for adventurous travelers.  Located approximately 65 kilometers from Shillong, the capital of Meghalaya,  Mawsynram is a perfect destination for a day trip.",25.299026,91.583321
Shillong,Mawphlang,"Mawphlang, home to Meghalaya's Sacred Forest, is a beautiful village situated 25 kilometres away from Shillong, the capital city of the north-east Indian state of Meghalaya. The village lies in the district of East Khasi Hills and is famous for its sacred groves. The village is named Mawphlang as it is one of the several monoliths in the Khasi Hills.",25.4627719,91.7581486
Shillong,David Scott Trail,"Named after David Scott, a British officer, the David Scott Trail is an old and one of the most popular trekking routes in Meghalaya. It is a 16 kilometres long trek that stretches from Mawphlang to Lad Mawphlang, both villages known for their history, culture and folklore. A centerstage of Khasi culture, Mawphlang is one of the settlements in the Khasi hills named after monoliths and having sacred groves.",25.450027,91.753014
Shillong,Sweet Falls,"Sweet Falls is one of the steepest and the most mesmerizing falls in the country. The sound of gurgling water, chirping birds, the feel of the falling water and the lush greenery - all together just take your breath away. It is a popular picnic spot surrounded by verdant greenery. There is also a butterfly museum a mini zoo nearby.",25.564548,91.956155
Shillong,Spread Eagle Falls,"Located in the East Khasi District, 6km from Shillong Cantonment, the Spread Eagle Falls are considered to be the widest in all of Shillong. The scintillating waterfall is also known as Sati Falls or Urkaliar because of the belief that Ka Liar slipped into it. The majestic waterfall gushes down steep hills, towering three sides into a massive pool of water which is ideal for the tourists to sit and longe by.",25.5773799,91.9099058
Shillong,Air Force Museum,"Situated in the Upper Shillong area, Air Force Museum is a brilliant display of the country's defence forces, especially the Air Force and learn about the defence history. A great place for adults and children both, the museum has aircraft models, uniforms of pilots, miniature models of missiles, rockets, machinery, technology demonstrations of the Indian Air Force- Eastern Command along with pictures of Indo-China war and Indo-Pak war.",25.5368754,91.827704
Shillong,Cathedral Of Mary Help Of Christians,"The Cathedral of Mary Help of Christians, also known as the Laitumkhrah Church is one of the most beautiful churches of Shillong, built on a steep plateau that requires one to climb a set of steps to reach. It is named after Mary, the mother of Jesus Christ. The church with its towering arches and big stained-glass windows has two levels: a chapel and a huge cathedral.",25.568396,91.891667
Shillong,Mawjymbuin Cave,"Mawjymbuin Cave is situated in Mawjymbuin village in Mawsynram (the wettest place on earth) in Cherrapunji and is a religiously significant site. Made of calcareous sandstones and having numerous stalagmites (formed as a result of calcium carbonate depositions, weathering and dripping of mineral enriched liquid), the 209-metre high cave is of special interest to geologists who conduct special researches here.",25.304838,91.585183
Shillong,Meghalaya State Museum,"Capt. Williamson Sangma State Museum, also known as the Meghalaya State Museum, stands as a testament to the rich cultural tapestry of Meghalaya's tribes, specifically the Khasi, Jaintia, and Garo communities. Established in 1975 and named after the pioneering Captain Williamson Sangma, the museum showcases over 2500 exhibits.",23.3836913,85.3858218
Shillong,Rhino Heritage Museum,"Located in the Bara Bazaar area of Shillong, Rhino Heritage Museum is dedicated to the army personnels, military weapons and war missiles and rifles. The museum gets its name from the pink coloured rhinoceros sculpture installed outside the premises. Among other exhibits, the highlight is the display of the weaponry of the Japanese army.",32.9695779,-117.0365457
Shillong,Sohpetbneng,"Sohpetbneng, situated at 1,343 meters above sea level, is a serene hill that offers an ideal connection with nature. Known as the ""navel of heaven"" in the local language, it holds spiritual significance and provides breathtaking panoramic views of Shillong. This tranquil spot is perfect for those seeking a peaceful retreat amidst natural beauty and is revered by locals for its sacred symbolism.",,
Shillong,Kyllang Rock,"Some 40 km away from Shillong, a unique giant rock made out of red granite, Kyllang Rock is a giant dome placed in the West Khasi Hills of Meghalaya. The Rock which is 5400 ft above sea level and has a width of around 1000 ft is a mammoth block of granite which is part of the Khasi folklore and seems beautiful in its shape.",50.54176773,-4.911424657
Shillong,"Butterfly Museum, Shillong","Also known as Entomological Museum, Butterfly Museum in Shillong is one of the most popular tourist attractions of the city. Situated on the Riatsamthiah Jaiaw, near Christian Academy School, the museum houses an extensive collection of vibrant butterflies, moths, beetles and other insects. The museum also cultivate butterflies for commercial purposes.",25.5667023,91.8832989
Shillong,All Saints Church,"All Saints Church is constructed on the Kacheri Road in Shillong. One among the oldest churches in the city, this was built during the British Raj and boasts of colonial style architectural finesse. The church was a whole wooden structure and is busiest during the routine Sunday masses. Situated opposite the State Central Library and quite close to the Police Bazaar, it is very convenient to reach the All Saints Church through any means of local transportation.",40.9716245,-73.7139876
Shillong,Jakrem,"Jakrem is a famous hot water spring of sulphur, located about 64 km from Shillong. Popular as the land of hot springs amongst the locals. Jakrem is blessed with sulphur springs believed to have curative medicinal properties. The site has slowly developed into a health resort that is visited by people from far and wide to take a dip in the hot spring and spend some time detoxifying themselves.",25.396919,91.509793
Shillong,Diengiei Peak,"Situated on the western side of Shillong lies the Diengiei Peak, 6200 ft in altitude, just 200 ft shorter than the tallest peak in Shillong, the Shillong Peak. For a height of about 1000 ft, the gradient of Diengiei Peak is very steep and precipitous which makes for excellent mountain climbing. Other adventurous sports like rock climbing and rapelling can be done here.",25.6927342,91.9265803
Shillong,Crinoline Falls,"Crinoline Falls, also called the Blue Heaven Falls, is a stunning waterfall situated near Lady Hydari Park in Shillong, Meghalaya. It is an absolute treat for nature lovers as it is situated amidst the forest and makes for a breathtaking view and a great swimming experience. The waterfall cascades down from a height of about 40 feet and creates a pool at the base which is surrounded by beautiful orchids.",25.5667023,91.8832989
Shillong,Malki Forest,"A serene forest in the Malki region of Shillong, Meghalaya that is locally called Khlaw Malki, the Malki Forest is a popular amongst locals and tourists who want to take a break from the city and spend some time amidst nature. The forest is an excellent place to get some exercise, admire the flora and fauna and to just relax.",33.02096,75.10004
Shillong,Ever Living Museum,"Situated in the Mawshbuit Village in Shillong, Ever Living Museum is a privately owned museum depicting the love for nature, culture, tradition, posterity and history. An ethnographic museum, it houses the objects of the hill tribe of Garo, Khasi and Jaintia Hills and is divided into three sections.",43.1007194,-76.0744927
Shillong,Khasi Hills,"Named after the Khasi tribe of Meghalaya, the Khasi hills are famous for housing the Sohra or Cherrapunjee scarp, one of the regions with highest annual rainfall in the world, and the prevalent use of living root bridges seen in this region. The Nongkhum island, the second largest river island of Asia, is also located within this spectacular area.",25.58333,91.63333
Shillong,Jaintia Hills,"Part of the former Jaintia Kingdom, the Jaintia Hills is a land of majestic hills filled with rich natural vegetation and mineral deposits situated in Meghalaya. The Jaintia Hills is home to one of the most beautiful waterfalls of India, the Krang Suri Falls and the fascinating Nartiang Monoliths.",25.389819,92.3949096
Shillong,Garo Hills,"Situated close to the Indo-Bangladesh Border, the Garo hills get their name from the Garo tribe who inhabit the area. The Nokrek Biosphere reserve, one of the most important national parks with international importance, is located in this nature-rich area. The hills are also decked with splendid waterfalls, enriching the environmental coherence of the place.",25.5,90.33333
Shillong,Museums in Shillong,"Shillong is a cultural hub that boasts an array of museums offering intriguing glimpses into the region's heritage. From the immersive exhibits at the Don Bosco Museum, unraveling the indigenous cultures of the Northeast, to the curated collections at the Meghalaya State Museum, showcasing the state's historical evolution, Shillong's museums are veritable treasure troves.",25.5667023,91.8832989
Guwahati,Umananda Temple,"Umananda Temple is a Shiva temple located on Peacock Island, in the middle of the river Brahmaputra. Peacock Island is known as the smallest inhabited riverine island in the world. Country boats are available all the time during the day to take the visitors to the island. The mountain on which the temple has been built is known as Bhasmacala.",25.977102,90.644249
Guwahati,Kamakhya Temple,Kamakhya Temple is one of the most revered shrines of Goddess Shakti in India. It is also one of the four Shakti Peethas (Temples with highest powers of divinity). This is also one of the oldest and most revered places for Tantric practices. The temple is especially decked up during the Ambubachi Festival.,26.1663472,91.7055755
Guwahati,Guwahati Zoo,"The proud possessors of some rare and endangered species, the Assam Zoo spread over 130 acres of land is a major tourist attraction. The whiter tigers, one horned rhinos, Swamp tapirs and leopards to name a few, are usually the tourists' favourites.",26.163198,91.781597
Guwahati,Umananda Island,"The smallest river island in the world, Umananda Island lies at the heart of the Brahmaputra River. The Island is home to a very rare and endangered species called  Golden Langurs who are considered to be highly sacred among the people of the Himalayas. The major attraction of the island is the Umananda Devi Temple.",64.986956859,-18.582382346
Guwahati,Pobitora Wildlife Sanctuary,"One of the major wildlife sanctuaries of Assam, the Pobitora Wildlife Sanctuary is located on the border of Nagaon and Kamrup District. Famous majorly for its One Horned Rhinoceros it is a must visit for tourists! November to February offer best weather conditions.",26.1575006,91.6574796
Guwahati,Cruising in the Brahmaputra,"One of the prime things to do in Guwahati is experience a cruise ride in the Brahmaputra. Considered to be one of the most romantic experiences in the city, you can opt for a romantic candle lit dinner or watch a mesmerizing sunset with your significant other. You can also enjoy mouth watering cuisine and live music.",12.3938303,76.6633856
Guwahati,Assam State Museum,"Assam State Museum, also known as Assam Rajyik State Museum, is one of the most famous museums of North- East India that gives insights into the rich culture of ancient history and the modern history of North-East India. It has artefacts and sculptures dating back to the 5th-12th century",26.185137,91.751939
Guwahati,Guwahati Planetarium,"The Guwahati Planetarium, located on MG Road is an excellent destination for the 'universe lovers'. Apart from the regular Skywatching sessions, special shows projected on a dome-shaped overhead screen are the star attraction. These shows are available in Hindi, English as well as Assamese.",26.1832329,91.7376454
Guwahati,"Regional Science Centre, Guwahati","Regional Science Centre is one of the 27 centres maintained and administered by the Government of India’s National Council of Science Museums. Locally known as Science Museum, it houses rare instruments, machinery, rare science equipment, demo experiment setups, etc.",26.1206924,91.8161181
Guwahati,Fancy Bazar,"Endearingly called as the ‘Chandni Chowk of Guwahati’, Fancy Bazaar is probably the best flea market in all of Guwahati. Consisting of a bazillion tiny shops, stray stalls, roadside setups, Fancy Bazaar is sure to lure you with its labyrinthian alleys and its throwaway prices.",26.1862226,91.7418856
Guwahati,ISKCON Guwahati,"The landmark of the town, this stark white complex id located just 2km from the city. Beautiful idols of Krishna and his wife, Rukmini are worshipped in this temple. It is located on a hilltop of Ulubari Chariali area.",26.1751687,91.7719547
Guwahati,Chandubi Lake,"Chandubi Lake is an earthquake-born natural lake located at the foot of the Garo Hills and surrounded by Assam and Meghalaya. It is an extremely calm and peaceful lake surrounded by tea gardens, deep forests and tiny villages. It is a must-visit picnic spot.",25.882381,91.426788
Guwahati,Basistha Ashram,Guru Vashishta (or Basistha) is credited to writing the Hindu epic of Vashishtha Ramayana (behind the scenes Ramayana). It is believed that the sage constructed this aashram and later breathed his last here.,26.099652,91.792354
Guwahati,Hajo,"The ancient pilgrim centre of Haajo is an attraction for three religions - Hindu, Muslims and Buddhists. Shrines dedicated to Durga, Shiva, Vishnu, Buddha and major Muslim saints are found all over this place.",26.2545962,91.5550678
Guwahati,Guwahati War Memorial,"Located near the Dighalipukhuri park in Latasil of Guwahati, Guwahati War Memorial is dedicated to the martyrs who fought for the nation and died in the process. The foundation of the memorial was laid on 18th May, 2015; however, the site was open for public visit in December 2016.",29.773811,-95.582367
Guwahati,Dispur,"Dispur is the beautiful capital of Assam packed with panoramic views, unique traditions and rich tribal culture. Dotted with several Hindu temples, one can witness the distinctive culture of the state. Dispur is also famous as a tea auction market.",26.142434,91.7883423
Guwahati,Dipor Bil,"Located in the Kamrup district of Assam, 18 km southwest of Guwahati city, Dipor Bil (also spelt Deepor Beel) is a freshwater lake in the former channel of the Brahmaputra river. Home to a vast variety of exotic bird species, it is well known for its pristine beauty and biodiversity.",26.11922,91.65321
Guwahati,Maati Centre,"Located in Uzan Bazaar, Guwahati, Maati Centre is a commendable initiative by a former World Bank employee Pabitra Lama Sarmah and her husband- Rishi Raj Sarmah. Established with the objective to promote the talents and hand crafted works of local artisans from nonprofit organizations like Tihar Jail and Dastakar Ranthambore, the centre has emerged as a wonderful blend of local culture and regional arts.",26.9533596,95.0564947
Guwahati,Navagraha Temple,"Perched on top of the Chitrachal Hill (or Navagraha Hill) in southeastern Guwahati, Navagraha Temple is a revered Hindu shrine dedicated to the nine celestial bodies. Believed to be the dwelling of the mightiest celestial body- the Sun, the temple enshrines nine Shivalingams, a manifestation of Lord Shiva clad in coloured clothes representing planetary gods.",26.1905283,91.7644319
Guwahati,Nehru Park,"Located in the heart of the city of Guwahati, opposite to Cotton College in Panbazar area of Guwahati, Nehru Park is a charming garden park built in 2000 and named after the first Prime Minister of India- Pandit Jawaharlal Nehru.",22.7221971,75.8706299
Guwahati,Bhubaneswari Temple,"Dedicated to Goddess Bhuvaneshwari, this white shrine perched atop a hill adjacent to the city is a major draw amongst the religious pilgrims. The temple itself provides visitors with a magnificent panoramic view of the city of Guwahati.",26.166414,91.705154
Guwahati,Kaziranga National Park,"Home to the largest population of the one-horned rhino on earth, Kaziranga National Park is one of India’s national treasures in terms of flora and fauna. It is listed officially as a Tiger reserve and is home to one of the world’s largest populations of tigers.",26.6993741,93.4778064
Guwahati,Manas National Park,"The only tiger reserve in Assam and also famous for the rare golden langur and the red panda, Manas is one of the best-kept national parks in India. It is also famous for its population of Wild water buffalo.",26.751092,91.001094
Guwahati,Shrimanta Shankardeva Kalakshetra,"Named after the poet-playwright and reformer of the medieval times- Srimanta Sankardev, Srimanta Sankardev Kalakshetra is a cultural institution in Panjabari, Guwahati. With an aim to promote the culture, art and tradition of Assam, the complex has a museum, a library, an art gallery and a children’s park.",26.1325788,91.8216612
Guwahati,Indira Gandhi Athletic Stadium,"Inaugurated in 2007, Indira Gandhi Athletic Stadium is located in the southern edge of Guwahati in Lokhra and is also known as Sarusajai Stadium. The stadium originally boasted of 30000 seats, however, the tournament director of 2017 FIFA U-17 World Cup sought other improvements in the construction and installed bucket seats, which reduced the capacity to 28500 seats.",26.1157,91.7603
Guwahati,Sukreshwar Temple,"Perched on the Sukreshwar or Itakhuli hill on the southbank of Brahmaputra river, Sukreshwar Temple is dedicated to the Hindu God Shiva. Built in 1744, by the Ahom King Pramatta Singha, the temple was improvised and financial changes were made in 1759 by Rajeswar Singha.",31.098477,-97.343746
Guwahati,Ugra Tara Temple,"Based in the heart of Guwahati city in the Lotaxil locality, Ugra Tara Temple enshrines the deity of Tara (Devi). Built in 1725 by the Ahom ruler Siva Singh, the important Shakti temple is thronged by tourists and devotees alike.",26.1860772,91.7545886
Guwahati,Saraighat Bridge,"Built over the Brahmaputra River in Guwahati, Saraighat Bridge is the first railway-cum-road bridge. The construction of the bridge was started in 1958 and it was first inaugurated for goods trucks in 1962, by the then Prime Minister- Pandit Jawaharlal Nehru.",38.53783,-87.10973
Guwahati,Janardana Temple,"Perched on the hillock of Shukleshwar on the Shukleshwar ghats of the Brahmaputra river in Guwahati, Janardana Temple is dedicated to Lord Vishnu. Set amidst the beautiful backdrop of the Brahmaputra river and the lush green valleys of Guwahati, the shrine is a mesmerising spot and a sight to behold.",13.504547,74.965611
Guwahati,Shraddhanjali Kanan,"Shraddhanjali Kanan is situated in Tarun Nagar, Guwahati. The park has well-maintained lawns ideal for yoga and meditation purposes. It has a separate play area for kids. Besides, it has charming flower beds and water fountains which make the place even more beautiful.",26.1646236,91.7799162
Guwahati,Ambubachi Mela,"The Ambubachi Mela is a grand gathering in and around the Maa Kamakhya Devi temple.  Occurring in the month of Asaadh of the traditional Hindu calendar, the Ambubachi Mela is a four-day celebration, which often falls in June. Primarily, the festival is aimed at honouring the fertile richness of mother earth. The idea is celebrated as the annual menstrual cycle of Kamakhya Devi at the Kamakhya Temple during these four days.",5.425955,10.2115194
Guwahati,Cafe Hendrix,"Cafe Hendrix is one of the popular cafes in Guwahati boasting of pleasant ambiance and even better food. You can enjoy live performances and gigs at the cafe or groove on the neon dance floors. Particularly known as a Jazz bar, the cafe attracts a large crowd especially on weekends. Visiting the cosy hippie cafe is one of the best things to do in Guwahati.",26.150848,91.729847
Guwahati,Madan Kamdev,"Located at a distance of 40 kms from Guwahati, Madan Kamdev Temple is an archaeological find in  Baihata Chariali, Assam. Spread over an area of 500 metres, you will find idols and sculptures of Madan Kamdev scattered all over the place. The idols all have, detailed architecture and carvings on them. Perched atop a hill, it is one of the fascinating attractions in Guwahati.",26.345415,91.739229
Guwahati,Pandu,The Suburban town of Pandu is named after King Pandu (father of the famous five Pandavas). The Tila Hills in the town has temple dedicated to Pandu (the Pandunath temple).,24.327766,83.963776
Khajuraho,"Light and Sound Show, Khajuraho","After the visit to the temple complex is over, a light and sound show is carried out which is narrated by veteran actor Mr. Amitabh Bachhan.",34.089931,74.864922
Khajuraho,Dulhadev Temple,"Built in the year 1130 the Dulhadev Temple enshrines a beautiful shivalingam and striking sculptures of Apsaras and other ornamented figures. The temple also has a stunning sculpture of Lord Shiva with his wife Parvati, the intricate details of the carvings adding to the charm of the overall architecture.",24.8390681,79.9319736
Khajuraho,Kandariya Mahadev Temple,"Built around 1025-1050 AD, this temple exudes grandeur and finesse in its architecture. With beautiful frescos of women in various postures adorning the walls of this temple, this place is one of the most stunning tourists sites in Khajuraho.",24.853003,79.919744
Khajuraho,Lakshman Temple,"The oldest and most aesthetically pleasing temples among the Western group of Temples, the Lakshman temple is named after the ruler of that time. The trinity of Brahma, Vishnu and Shiva is depicted in the horizontal beam over the entrance of the temple.",21.352875,82.186615
Khajuraho,Parsvanath temple,"This temple is the largest among the Eastern group of temples and has intricately detailed carvings on its walls. The most intriguing side of the architecture of this temple is the aesthetic blend of Hindu, muslim and Buddhist styles.",24.844535,79.9360625
Khajuraho,"Vishwanath Temple, Khajuraho","Dedicated to Lord Shiva, this temple is one among the western group of temples. It has a beautiful marble shivalinga as the main deity. An imposing image of Brahma is also housed in this temple. A massive sculpture of Nandi the Bull is also enshrined alongside the Shivalingam.",24.853347,79.922563
Khajuraho,Lakshmi temple,"Dedicated to Goddess Lakshmi, the Hindu deity of wealth. This temple houses some moderate shrines and is comparatively smaller than the other temples in Khajuraho.",15.353469,76.476606
Khajuraho,Javari Temple,"Javari Temple is another temple from the Khajuraho Group of Monuments enshrined by Lord Vishnu although the idol of the presiding deity is broken and headless. The temple is rather tiny and has been built in Shikhara style of architecture. The temple also has sculptures of Navagrahas, Shiva, Vishnu and Brahma at the entrance gate of the sanctum.",24.849424,79.935154
Khajuraho,Devi Jagdamba Temple,"Initially built as a Vishnu temple, the Devi Jagdamba temple has beautifully carved erotic figures. The Garba Griha houses a stunning sculpture of the Goddess of the Universe. The temple also houses a beautiful image of Goddess Parvati, with the image of Mithuna.",24.853345,79.919787
Khajuraho,State Museum of Tribal and Folk Art,"Housed within the Chandela Cultural Complex in Khajuraho, Madhya Pradesh, State Museum of Tribal and Folk Art well maintained tiny repository of old scriptures of tribal art and culture in the form of masks, terracotta sculptures, folk- paintings, bamboo articles and other collectibles. The museum also has a beautiful garden surrounding it.",24.856674,79.923691
Khajuraho,Archaeological Museum Khajuraho,"Archaeological Museum is located near the Western Group of Temples in Khajuraho and was originally known as the Jardine Museum. Housing over 2000 items, the museum has relics from the 10th and 12th century temples of Hinduism and Jainism.",24.858848,79.921472
Khajuraho,Raneh Falls,"Located at a distance of 20 kms from Khajuraho, Raneh Falls are mesmerising natural waterfalls over river Ken. The river has carved a deep canyon in the valley made of crystalline granite in shares of red, pink and grey. There are several small and big waterfalls emerging from this gorge, collectively called as Raneh Falls.",24.8744963,80.050013
Khajuraho,Adinath Temple,"This is a jain temple dedicated to the Jain God Tirthankar. With exquisite sculpted figures, including yakshis this is one of the most beautiful jain temples in Madhya Pradesh.",24.844535,79.9360625
Khajuraho,Khajuraho Dance Festival,"Every year, Khajuraho dance festival is  organized in February or March.  This festival attracts loads of travellers including the international ones. They attend the festival enthusiastically and they get the opportunity to explore the rich Indian culture and its marvelous history.(br) This festival is organized by the Madhya Pradesh Kala Parishad. Many world famous artists come and perform here.  The ambience around is full of art and passion and the background of the magnificent Khajuraho temples enhances the beauty of the festival.",55.5517594,37.4409415
Khajuraho,"Chaturbhuj Temple, Khajuraho","Chaturbhuj Temple is situated in the Jatakari village of Khajuraho and is also known as Jatakari Temple. Enshrined by Lord Vishnu, the temple is free of any erotic carvings or sculptures and hence is considered a unique temple in the region. Rectangular in shape, the shrine built on a raised platform and is visited by a large number of pilgrim all through the year.",21.46547,81.36518
Khajuraho,Varaha Temple,"Varaha Temple is built in the Western Group of Temple Complex in Khajuraho, Madhya Pradesh and is enshrine by a massive idol of Varaha - the incarnation of Lord Vishnu in the form of a boar. Made in sandstone, the sculpture has numerous carvings all over its body and depict Goddess Saraswati at one certain place on the body.",15.3360128,76.4698269
Khajuraho,Matangeshwar Temple,"Built among the Western Group of Temple Complex in Khajuraho, Madhya Pradesh, Matangeshwar Temple is a rather plainly designed temple dedicated to Lord Shiva. Made of sandstone, the temple houses a large shivalinga which has Nagari and Persian inscriptions carved on it. The temple is a popular site among Shiva devotees.",24.8519943,79.9218344
Khajuraho,Nandi Temple,"Nandi Temple is a part of Khajuraho Group of Monuments which is a World Heritage Site in Khajuraho, Madhya Pradesh. The temple is dedicated to Nandi- the bull which is the mount of Lord Shiva. As is customary, the temple is built across the shrine of Lord Shiva called Vishvanatha Temple.",16.886976,81.1087605
Khajuraho,Vaman Temple,Vamana Temple in Khajuraho is dedicated to Vamana- the fifth incarnation of Lord Vishnu and is one among the Khajuraho Group of Monuments. The exterior walls of the shrine have erotic carvings of nymphs and celestial bodies and different women in several different postures. The beautiful site is a popular tourist spot and is thronged by tourists all through the year.,24.8514424,79.9351825
Khajuraho,Chitragupta Temple,Chitragupta Temple in Khajuraho is enshrined by Sun God- Surya and dates back to the 11th century. The presiding deities is riding a chariot with seven horses. The exterior walls of the shrine have carvings of several gods and erotic couples. The site is popular among tourists and devotees alike.,24.8623854,79.9212075
Khajuraho,Shantinath Temple,"Shantinatha Temple is a Jain temple counted as a World Heritage Site along the Khajuraho Group of Monuments. The temple is presided by Shantinatha; however, it has idols of other Jain tirthankaras as well, including a colossal statue of Adinatha. The temple has been renovated but still bears inscriptions from the bygone era.",24.844535,79.9360625
Khajuraho,Beni Sagar Dam,"Located on the outskirts of Khajuraho city, Beni Sagar Dam has been built over River Khudar and is a masterpiece of magnificence. It also facilitates recreation activities like boasting, fishing, angling etc. and is popular for day picnic and leisure. The damalso offers spectacular views of the sunrise and sunset.",17.888511,82.796841
Khajuraho,Dhubela Museum,"Also known as Maharaja Chhatrasal Museum, Dhubela Museum is located in Dhubela, 62 kms from Khajuraho. Boasting of a serene setting on the banks of Dhubela lake and housed in the premises of Maharaja Chhatrasal Palace, the museum displays an extensive collection of sculptures, arms, armoury, miniature paintings etc., spread over 8 galleries.",1.2988503,103.8451805
Khajuraho,Jain Museum,"Located in the Jain Temples Complex, Jain Museum is a circular building housing huge statues and sculptures of Jain tirthankaras and yakshis. The entrance gate is flanked by the mythical creatures - Makara Torana.",51.2095541,11.7716111
Khajuraho,Chausath Yogini Temple,"The Chausath Yogini Temple is the oldest temple in the temple-town of Khajuraho. This late 9th century Devi temple is now in ruins, but the shrine cells and other remnants remain at the site. There are no sculptures found here. A monument of national importance, remnants of this temple have been found in other places around the region.",24.8496,79.91808
Bhopal,Upper Lake,"A beautiful man-made lake built in the 11th century, the Upper lake was constructed by Raja Bhoj to cure skin diseases that were otherwise incurable. Also known as Bhojtal, is a splendid spot with an attractive royal garden called Kamla Park in the vicinity.",39.1617,-122.905129
Bhopal,"Van Vihar, Bhopal","Van Vihar is a National Park and a Zoological Space that operates under the guidelines of the Central Zoo Authority. It is located just adjacent to the Upper Lake in Bhopal, near Shymala Hills. One of the most important tourist places in Bhopal,  The animals here are kept closest to their natural habitats, making it a haven for people who love nature.",23.25469,77.40289
Bhopal,Indira Gandhi Rashtriya Manav Sangrahalaya,"The IGRMS, or Museum of Humankind, is a museum that tries to depict the evolution of man and humankind with special reference to India. The museum is spread over an area of a sprawling 200 acres. Exhibitions telling the story of Human life and culture are presented in the Museum all year long.",12.3144237,76.6539129
Bhopal,Lower Lake,"Bhopal, also the known as the 'City of Lakes', has two stunning lakes, namely, the Upper Lake and the Lower Lake. The Lower Lake or the Chhota Talaab, is separated from the Upper Lake  by an over bridge called Pul Pukhta or Lower Lake Bridge. Along with the Upper Lake, it forms the Bhoj Wetland.",38.911326,-122.609264
Bhopal,Bhimbetka Rock Shelters,"Bhimbetka is a world heritage site and houses one of the oldest cave paintings in the world. A must-visit for all history-enthusiasts, Bhimbetka gives a sneak-peek into the pre-historic era.",22.938364,77.613122
Bhopal,Gohar Mahal,"Constructed in the year 1820 by the first woman ruler of Bhopal, Gohar Begum this is one of the most beautiful structures in Bhopal.",23.2553136,77.3972759
